tool_used,link,creation_date,,stars,watchers,forks,releases,contributors,openIssues,closedIssues,openPRs,closedPRs,commits,type
tools-golang,https://github.com/sajayantony/obom_cli,2023-05-10T19:02:20Z,,33,2,21,,4,0,1,0,13,63,CycloneDX
ko-build/ko,https://github.com/salaboy/platforms-on-k8s,2023-05-09T07:48:19Z,,0,2,1,,2,0,0,17,140,61,SPDX
cyclonedx-gradle-plugin,https://github.com/samrocketman/jervis,2014-11-22T04:58:13Z,,661,11,58,11,15,16,27,0,60,60,CycloneDX
bom,https://github.com/samuelmoss572/dataflowworkshop,2019-08-07T15:07:50Z,,354,5,28,15,11,14,63,7,89,60,CycloneDX
cyclonedx-maven-plugin,https://github.com/SAP/jenkins-library,2017-10-17T20:14:48Z,,1,2,0,,,1,0,1,2,58,SPDX
cyclonedx-cli,https://github.com/scanoss/scanoss.py,2021-06-15T19:29:33Z,,0,1,2,2,8,0,3,6,34,58,SPDX
build-info-go,https://github.com/SchemaStore/schemastore,2014-11-18T01:02:10Z,,0,0,0,,3,0,0,0,0,57,SPDX
sbom-tool,https://github.com/ScoopInstaller/Extras,2013-08-06T03:27:50Z,,6,1,1,,,0,0,0,0,57,SPDX
ko-build/ko,https://github.com/ScoopInstaller/Main,2019-01-31T07:05:24Z,,47,5,9,5,3,3,9,0,17,57,SPDX
bom,https://github.com/sdbs-uni-p/json-schema-corpus,2021-03-26T13:49:23Z,,12,2,1,2,,1,0,11,35,55,CycloneDX
cyclonedx-python,https://github.com/ServiceNow/PySNC,2020-07-16T16:22:30Z,,20,31,16,6,6,1,8,1,10,55,CycloneDX
tools-python,https://github.com/sethmlarson/cpython-sbom,2023-08-30T21:40:14Z,,7,2,0,4,3,1,0,0,0,55,SPDX
cyclonedx-python,https://github.com/sfermigier/tentakel,2011-12-14T11:17:07Z,,2,2,3,,,0,0,0,0,54,SPDX
ko-build/ko,https://github.com/shipwright-io/build,2020-02-06T03:14:59Z,,3,1,13,22,,0,0,6,138,54,SPDX
cyclonedx-maven-plugin,https://github.com/siemens/continuous-clearing,2023-02-10T10:43:09Z,,17,3,0,,,0,0,0,18,53,SPDX
cyclonedx-webpack-plugin,https://github.com/silk-framework/silk,2014-02-13T15:28:36Z,,13,1,2,,,0,0,0,0,51,CycloneDX
sbom-cli,https://github.com/snyk/cli,2015-10-30T11:36:00Z,,36,4,4,,2,1,13,0,6,50,CycloneDX
cyclonedx-go,https://github.com/snyk/parlay,2023-04-19T07:39:38Z,,2,1,0,9,3,0,1,0,3,50,SPDX
cyclonedx-cli,https://github.com/SonarSource/sonar-scanner-vsts,2017-04-12T09:19:42Z,,16,6,13,4,3,5,3,0,4,49,CycloneDX
swift-package-sbom,https://github.com/sonatype-nexus-community/cargo-pants,2019-03-13T20:00:31Z,,0,1,0,,2,1,0,1,46,48,SPDX
cyclonedx-python,https://github.com/sonatype-nexus-community/jake,2019-10-10T20:05:24Z,,19,1,2,,2,4,0,1,13,48,CycloneDX
cyclonedx-maven-plugin,https://github.com/sonatype-nexus-community/search-maven-org,2018-02-22T22:42:35Z,,1,2,3,1,5,0,0,0,3,47,SPDX
bom,https://github.com/SovereignCloudStack/cluster-stack-operator,2023-05-22T07:28:41Z,,34,2,11,6,6,0,2,3,11,47,CycloneDX
spdx-maven-plugin,https://github.com/spdx/cdx2spdx,2021-07-15T20:12:13Z,,47,12,14,,2,4,10,0,2,46,SPDX
tools-golang,https://github.com/spdx/gordf,2020-08-19T15:52:57Z,,1,8,4,2,5,0,28,0,28,46,SPDX
tools-python,https://github.com/spdx/ntia-conformance-checker,2022-07-18T21:32:45Z,,0,1,0,1,,0,0,0,0,46,SPDX
tools-java,https://github.com/spdx/spdx-examples,2020-07-17T22:49:19Z,,35,4,33,,2,0,0,0,2,45,CycloneDX
spdx-maven-plugin,https://github.com/spdx/spdx-gradle-plugin,2023-04-05T19:48:05Z,,2,2,0,4,,0,2,0,21,45,SPDX
spdx-maven-plugin,https://github.com/spdx/spdx-java-jackson-store,2020-01-17T23:36:22Z,,1,11,1,,2,0,0,0,0,44,SPDX
spdx-maven-plugin,https://github.com/spdx/spdx-java-rdf-store,2019-12-06T23:06:03Z,,4,1,0,3,2,0,0,0,1,44,SPDX
spdx-maven-plugin,https://github.com/spdx/spdx-java-spreadsheet-store,2020-05-12T03:20:45Z,,1,3,0,,5,4,1,0,1,44,SPDX
Spdx-Java-Library,https://github.com/spdx/spdx-maven-plugin,2014-01-13T19:55:58Z,,21,2,3,1,5,8,3,2,2,42,SPDX
tools-java,https://github.com/spdx/spdx-online-tools,2017-05-22T23:58:36Z,,0,22,0,,2,0,0,0,4,41,SPDX
Spdx-Java-Library,https://github.com/spdx/spdx-testbed,2022-09-08T14:28:31Z,,15,4,2,,3,10,1,3,9,40,SPDX
tools-java,https://github.com/spdx/spdx-to-osv,2021-09-29T18:40:04Z,,0,3,4,6,10,3,40,3,40,39,SPDX
spdx-maven-plugin,https://github.com/spdx/tools,2015-03-23T21:46:19Z,,15,2,0,,2,0,0,7,67,36,CycloneDX
Spdx-Java-Library,https://github.com/spdx/tools-golang,2019-01-10T21:31:26Z,,21,6,10,,7,1,0,2,26,35,CycloneDX
Spdx-Java-Library,https://github.com/spdx/tools-java,2020-01-06T18:02:19Z,,9,6,9,,3,1,1,0,6,34,SPDX
bom,https://github.com/spidernet-io/egressgateway,2022-10-24T07:14:58Z,,22,3,1,5,3,3,5,4,15,32,CycloneDX
bom,https://github.com/spidernet-io/rocktemplate,2022-10-12T13:24:15Z,,5,9,1,,2,1,9,0,6,31,SPDX
bom,https://github.com/spidernet-io/spiderdoctor,2022-11-11T03:27:17Z,,2,1,0,,2,0,0,90,34,29,SPDX
bom,https://github.com/spidernet-io/spiderpool,2022-03-07T03:45:43Z,,8,5,5,2,4,5,2,2,5,29,SPDX
build-info-go,https://github.com/sublimelsp/LSP-json,2019-03-10T23:45:34Z,,1,1,0,,3,0,1,0,1,29,SPDX
cyclonedx-python,https://github.com/supakeen/pinnwand,2019-02-20T16:52:16Z,,23,6,5,2,3,5,4,2,13,29,CycloneDX
tools-golang,https://github.com/swinslow/cncf-exceptions-maker,2019-11-01T17:16:44Z,,0,2,1,,2,0,0,0,1,29,SPDX
tools-golang,https://github.com/swinslow/kernel-spdx-ids,2018-12-12T23:07:34Z,,118,8,20,,2,0,3,0,1,26,CycloneDX
tools-golang,https://github.com/swinslow/npm-spdx,2019-11-18T15:01:12Z,,2,0,1,,3,0,0,0,3,26,SPDX
tools-golang,https://github.com/swinslow/peridot-agents,2019-01-26T15:29:48Z,,3,3,44,,3,0,0,604,67,26,SPDX
tools-golang,https://github.com/swinslow/spdx-oin,2018-12-09T23:15:32Z,,1,3,0,,3,0,0,0,0,24,SPDX
syft,https://github.com/synapsecns/sanguine,2022-05-24T08:16:06Z,,10,1,5,1,3,1,1,1,2,24,SPDX
bom,https://github.com/syself/cluster-api-provider-hetzner,2021-08-25T11:32:07Z,,0,19,1,1,6,0,18,0,18,22,SPDX
bom,https://github.com/syspack/pakages,2022-05-13T23:45:30Z,,25,2,16,,2,0,0,0,1,22,SPDX
cyclonedx-go,https://github.com/tap8stry/orion,2021-11-09T14:14:29Z,,0,2,1,5,,0,0,5,45,22,SPDX
ko-build/ko,https://github.com/tektoncd/catalog,2019-04-25T19:54:27Z,,3,3,0,,2,0,0,0,0,21,SPDX
tools-python,https://github.com/tenzir/tenzir,2010-09-23T01:19:19Z,,15,4,5,10,5,0,6,0,17,20,CycloneDX
pip-audit,https://github.com/tern-tools/tern,2017-11-27T23:32:17Z,,1,14,1,,2,3,0,0,8,18,SPDX
ko-build/ko,https://github.com/tilt-dev/ctlptl,2020-10-16T18:30:00Z,,0,1,0,2,,0,0,0,0,17,SPDX
ort,https://github.com/todogroup/ospolandscape,2021-02-17T17:04:51Z,,1,1,3,,2,0,0,0,0,17,SPDX
sbom-tool,https://github.com/togglz/togglz,2011-12-21T16:49:03Z,,21,4,0,,,0,6,0,0,16,CycloneDX
cyclonedx-cli,https://github.com/trustification/trustification,2023-05-03T16:03:26Z,,0,1,0,,,0,0,0,0,15,SPDX
tools-golang,https://github.com/uncefact/project-vckit,2022-09-02T22:01:41Z,,0,1,0,,,0,0,0,0,15,SPDX
spdx-maven-plugin,https://github.com/uOttawa-Nanda-Lab/Flakify,2022-01-05T20:36:28Z,,0,0,0,,,0,0,0,0,15,SPDX
cyclonedx-dotnet,https://github.com/up-for-grabs/up-for-grabs.net,2013-11-20T22:44:13Z,,0,1,0,,,0,0,0,0,11,SPDX
bom,https://github.com/uservers/miniprow,2021-03-31T19:57:40Z,,1,4,5,,2,0,0,0,4,11,SPDX
cyclonedx-maven-plugin,https://github.com/vaadin/platform,2017-05-19T16:34:14Z,,13,7,4,,6,1,2,2,3,11,SPDX
sbom-tool,https://github.com/verifiedcoder/Twilight,2020-08-25T23:39:32Z,,51,2,4,,3,6,1,0,4,11,CycloneDX
ort,https://github.com/vinland-technology/compliance-tool-collection,2021-05-02T21:59:04Z,,0,2,0,,,0,0,0,0,11,SPDX
tools-golang,https://github.com/vmware-samples/sbom-composer,2022-07-20T13:22:52Z,,19,5,14,11,,0,3,5,2,10,CycloneDX
cyclonedx-gomod,https://github.com/volution/kawipiko,2018-11-09T16:05:54Z,,1,3,0,,,0,0,0,1,10,SPDX
cyclonedx-gomod,https://github.com/volution/z-run,2019-08-04T15:58:09Z,,27,4,13,,4,2,7,5,14,9,CycloneDX
cyclonedx-gomod,https://github.com/volution/z-scratchpad,2021-08-05T19:06:27Z,,4,3,0,2,2,0,0,0,5,9,SPDX
tools-python,https://github.com/vu-ls/advise,2023-03-07T15:34:26Z,,1,1,0,,2,0,0,0,0,8,SPDX
tools-golang,https://github.com/w3c-ccg/traceability-vocab,2020-10-13T16:30:53Z,,0,1,0,,,0,0,0,0,8,SPDX
sbom-tool,https://github.com/wabbit-networks/net-monitor,2021-03-02T18:38:13Z,,11,3,3,,,2,3,20,9,8,SPDX
sbom-tool,https://github.com/wang-song/scoopMain,2022-09-28T12:53:01Z,,35,9,4,1,4,8,13,1,13,7,SPDX
cyclonedx-python,https://github.com/WarnerMedia/artemis,2022-07-14T16:43:28Z,,3,1,0,,,0,1,0,0,6,SPDX
tools-python,https://github.com/williamfzc/sbom-rule-diff,2023-08-27T13:22:06Z,,0,1,0,2,2,0,0,0,0,6,SPDX
ort,https://github.com/wings-software/payment-service,2021-08-18T18:55:11Z,,3,5,0,,3,1,0,0,6,6,SPDX
ort,https://github.com/wings-software/platform-demo2,2021-07-26T22:24:10Z,,3,2,1,,,2,0,0,2,6,SPDX
ko-build/ko,https://github.com/wolfi-dev/os,2022-09-07T19:46:09Z,,0,2,0,,,0,0,0,0,5,SPDX
cyclonedx-maven-plugin,https://github.com/wso2/security-tools,2015-11-23T04:43:14Z,,0,6,1,,3,0,3,0,3,4,SPDX
gh-dotnet-generate-sbom,https://github.com/wulfland/AccelerateDevOps,2021-07-07T08:01:50Z,,2,1,0,,,0,0,0,0,4,SPDX
ko-build/ko,https://github.com/X-lab2017/open-digger,2020-08-18T11:03:58Z,,1,1,0,,,0,0,0,0,3,SPDX
cyclonedx-go,https://github.com/xeol-io/xeol,2022-12-23T17:52:15Z,,2,9,0,,,0,0,0,0,3,SPDX
build-info-go,https://github.com/xhcoding/.emacs.d,2023-01-20T15:53:05Z,,0,1,0,,,1,0,0,0,3,SPDX
bom,https://github.com/xjtucoderesearch/UsabilityTest,2022-04-16T14:57:17Z,,4,2,6,,2,0,1,0,0,3,SPDX
cyclonedx-go,https://github.com/XmirrorSecurity/OpenSCA-cli,2021-12-30T04:44:37Z,,1,2,3,,2,0,0,12,13,2,SPDX
bom,https://github.com/xsm110/Beam15.0,2019-08-26T09:56:51Z,,25,4,2,,,5,0,0,0,2,CycloneDX
cyclonedx-go,https://github.com/yaklang/yaklang,2023-04-29T05:21:07Z,,0,2,1,,,0,0,0,1,2,SPDX
spdx-maven-plugin,https://github.com/yevster/spdx-edit,2015-07-01T07:04:46Z,,0,1,2,,2,0,0,0,2,2,SPDX
bom,https://github.com/yirutang/insert-id,2019-12-12T01:08:50Z,,0,1,0,2,,1,0,0,3,2,SPDX
cyclonedx-maven-plugin,https://github.com/Yong-An-Dang/nuclei-plus,2022-09-28T01:59:16Z,,0,2,1,,,0,0,0,0,2,SPDX
sbom-tool,https://github.com/yuuki1967/https-gintro-to-dotnet-web-dev,2023-07-04T13:35:53Z,,2,3,1,,2,0,0,0,0,2,SPDX
cyclonedx-gomod,https://github.com/zabbix/zabbix,2014-02-27T15:36:03Z,,2,1,1,1,2,2,0,0,0,2,SPDX
cyclonedx-python,https://github.com/zama-ai/concrete-numpy,2021-09-06T07:59:31Z,,0,2,0,,,1,0,0,0,2,SPDX
ko-build/ko,https://github.com/zdharma-continuum/zinit,2021-10-30T01:07:44Z,,0,1,0,,,0,0,0,0,2,SPDX
bom,https://github.com/Zolko-123/FreeCAD_Assembly4,2019-03-10T11:58:17Z,,0,2,0,,,0,0,0,0,1,SPDX
spdx-maven-plugin,https://github.com/zvr/hub-spdx,2018-04-24T17:17:46Z,,0,2,0,,,0,0,0,0,1,SPDX
